id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
18756,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Arrow Woman Kiro Blue Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/18756.jpg
26865,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual,Jealous 21 Women Navy Blue Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/26865.jpg
29011,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,ADIDAS Men Panel Polo Blue T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/29011.jpg
30900,Women,Apparel,Bottomwear,Salwar,Orange,Summer,2012,Ethnic,Fabindia Women Orange Salwar,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/30900.jpg
6349,Unisex,Footwear,Flip Flops,Flip Flops,Black,Summer,2015,Casual,Crocs Kid's Unisex Basic Black Kidswear,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/6349.jpg
37319,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO G-Shock Men Black Digital Watch G-9300-1DR G342,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/37319.jpg
1950,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Puma Mens Colour Splash T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/1950.jpg
59366,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Vishudh Women Red & White Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/59366.jpg
45739,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012,Ethnic,Folklore Women Lavender Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/45739.jpg
39283,Men,Footwear,Sandal,Sandals,Khaki,Winter,2018,Casual,Red Chief Men Khaki Sandals,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/39283.jpg
15875,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,Warner Bros Kids Unisex TJ Beach Slipper Blue Slippers,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/15875.jpg
48442,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White Printed T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/48442.jpg
23973,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Peter England Men Purple Printed T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/23973.jpg
9765,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men Ducati heritage Black Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/9765.jpg
30558,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Opium Unisex Brown Sunglasses,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/30558.jpg
18332,Unisex,Accessories,Bags,Backpacks,Navy Blue,Winter,2011,Casual,Fila Unisex Navy Blue & Red Ventos Backpacks,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/18332.jpg
12608,Women,Apparel,Topwear,Tops,Maroon,Fall,2011,Casual,Jealous 21 Women Printed Maroon Tops,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/12608.jpg
35816,Women,Footwear,Shoes,Casual Shoes,Beige,Summer,2012,Casual,Enroute Women Beige Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/35816.jpg
42178,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012,Sports,Lotto Men Red Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/42178.jpg
49590,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Wedges,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/49590.jpg
42944,Men,Accessories,Belts,Belts,Black,Summer,2010,Casual,French Connection Men Black Belt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/42944.jpg
21618,Women,Apparel,Innerwear,Bra,White,Summer,2014,Casual,Enamor Women Smooth White Bra,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/21618.jpg
59702,Women,Apparel,Innerwear,Shapewear,Black,Summer,2014,Casual,Avirate Black Wired Corset Shapewear,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/59702.jpg
4846,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Sher Singh Women White Polo T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/4846.jpg
57698,Women,Personal Care,Skin,Face Moisturisers,Unknown,Spring,2017,Casual,Lotus Herbals Quincenourish Quince Seed Nourishment Massage Cream,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57698.jpg
5994,Men,Apparel,Topwear,Shirts,Grey,Summer,2011,Casual,Highlander Men Grey Checked Slim Fit Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5994.jpg
38735,Unisex,Accessories,Accessories,Messenger Bag,Black,Fall,2012,Casual,Nike Unisex Black Messenger Bag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/38735.jpg
4248,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Probase Men's Mirror On The Grey T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/4248.jpg
59530,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Silver Earrings,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/59530.jpg
32801,Women,Footwear,Flip Flops,Flip Flops,White,Winter,2012,Casual,iPanema Women Neo White Flip Flops,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/32801.jpg
24964,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,United Colors of Benetton Men Black T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/24964.jpg
53836,Women,Apparel,Topwear,Kurtas,White,Fall,2012,Ethnic,Vishudh Women White and Green Printed Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/53836.jpg
24158,Women,Apparel,Topwear,Kurtas,Magenta,Fall,2011,Ethnic,Aurelia Women Magenta Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/24158.jpg
44881,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Casual,Puma Men Black Track Pants,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/44881.jpg
43298,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012,Casual,United Colors of Benetton Men Brown Flip Flop,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/43298.jpg
48670,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Women Silver Earrings,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/48670.jpg
9557,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men Running Blue Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/9557.jpg
17974,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Puma Men Rio Black Sandal,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/17974.jpg
8485,Women,Apparel,Dress,Dresses,Black,Fall,2011,Casual,Forever New Women Porcelain Black Dress,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/8485.jpg
47638,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Carlton London Women Black Peep Toes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/47638.jpg
28795,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28795.jpg
2983,Women,Apparel,Topwear,Tshirts,Grey,Fall,2010,Casual,Puma Women's Graphic V-Neck Grey T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2983.jpg
3851,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Disney Kids Girl's Minnie Heart Pink Kidswear,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/3851.jpg
9791,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Classic Polo Men Ikon Brown Polo Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/9791.jpg
2379,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men's Black Formal Shoe,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2379.jpg
34930,Women,Apparel,Topwear,Dupatta,Navy Blue,Summer,2012,Ethnic,Fabindia Navy Blue Dupatta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/34930.jpg
8643,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,Fastrack Unisex Bikers Green Sunglasses,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/8643.jpg
49564,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Spice Art Women Brown Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/49564.jpg
22855,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Woodland Men Brown Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/22855.jpg
28553,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Nike Men Pique Navy Blue T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28553.jpg
43862,Women,Accessories,Jewellery,Earrings,Maroon,Summer,2012,Casual,Royal Diadem Maroon Earrings,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/43862.jpg
50449,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Chromozome Men Charcoal Melange Briefs,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/50449.jpg
55907,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017,Casual,Colorbar Cappuccino Cup Nail Lacquer 11,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/55907.jpg
22069,Women,Apparel,Topwear,Kurtas,Red,Fall,2011,Ethnic,Vishudh Women Printed Red Kurtas,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/22069.jpg
11845,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012,Casual,Playboy Men Brown Flip Flops,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/11845.jpg
10997,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Puma Men Track White Silver Watches,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/10997.jpg
37789,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012,Formal,John Players Men Formal Lavender Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/37789.jpg
58624,Women,Accessories,Jewellery,Bracelet,Black,Winter,2016,Casual,ToniQ Women Black Bracelet,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/58624.jpg
41709,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Catwalk Women Black Heels,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/41709.jpg
39613,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual,Catwalk Women Silver Heels,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/39613.jpg
11079,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/11079.jpg
5960,Men,Apparel,Topwear,Shirts,Purple,Summer,2011,Casual,Highlander Men Solid Poplin Purple Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5960.jpg
33329,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012,Formal,Arrow New York Men Lavender Slim Fit Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33329.jpg
25842,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Diva Women Printed Multi Coloured Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/25842.jpg
36469,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013,Casual,Spinn Men Zoom White Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/36469.jpg
14739,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Arrow Men Stripes White Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14739.jpg
33927,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Citizen Women White Dial Watch EX0320-50A,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33927.jpg
44049,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual,Boss Men Pure Deo,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/44049.jpg
52910,Women,Apparel,Saree,Sarees,Pink,Summer,2012,Ethnic,FNF Printed Pink Sari,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/52910.jpg
10399,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Puma Men Cardiac 209 Black Watches,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/10399.jpg
44875,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Sports,Puma Men Grey T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/44875.jpg
48684,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Lucera Women Silver Earrings,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/48684.jpg
17980,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual,Puma Unisex Navy Blue Hip Hop Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/17980.jpg
16852,Women,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,Idee Women Funky Eyewear Green Sunglasses,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/16852.jpg
8471,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers For Her Women Wow Woven Purple Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/8471.jpg
49756,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Parx Men Blue & Black Tie,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/49756.jpg
19026,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual,Catwalk Women Peep Toe Beige Peep Toes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/19026.jpg
28761,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Aurelia Women Beige Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28761.jpg
2977,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Puma Women's Punk Graphic White T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2977.jpg
7439,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Proline Men Navy Striped T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7439.jpg
58072,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver & Brown Earrings,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/58072.jpg
20168,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,Wrangler Men Calgary Grey Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/20168.jpg
41963,Girls,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Gini and Jony Girls Core Green Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/41963.jpg
52548,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Pepe Jeans Men Blue Jeans,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/52548.jpg
39879,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012,Casual,ADIDAS Unisex Black Team Duffle Bag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/39879.jpg
38197,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Polaroid Men Sunglasses,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/38197.jpg
20954,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011,Casual,ADIDAS Men Numbers Grey Flip Flops,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/20954.jpg
21886,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,BIBA Women Printed Pink Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/21886.jpg
31228,Women,Apparel,Bottomwear,Capris,Black,Fall,2013,Sports,Puma Women Black Basic Capris,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/31228.jpg
7861,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Proline Men Blue Printed Round Neck T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7861.jpg
19442,Men,Accessories,Gloves,Gloves,Black,Summer,2012,Casual,Quiksilver Men Black Octo Gloves,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/19442.jpg
13178,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,FILA Men Dls Nitrous White Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/13178.jpg
18590,Women,Accessories,Socks,Socks,Black,Summer,2010,Casual,Puma Women Foundation Black Socks,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/18590.jpg
8829,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Spykar Men Ranger Purple-Black Stripe White Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/8829.jpg
12896,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Puma Men Yacht Battleship Brown Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/12896.jpg
35688,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,U.S. Polo Assn. Men Black Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/35688.jpg
28305,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Fastrack Men Steel Sunglasses,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28305.jpg
12298,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Genesis Men Check Black Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/12298.jpg
19670,Women,Apparel,Topwear,Tshirts,Olive,Summer,2011,Casual,United Colors of Benetton Women Solid Olive T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/19670.jpg
46974,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Bulchee Women Brown Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/46974.jpg
8227,Unisex,Accessories,Bags,Messenger Bag,Navy Blue,Winter,2016,Casual,Fastrack Unisex Navy Blue Messenger Bag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/8227.jpg
49100,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017,Casual,Deborah Amber 24 Ore Perfect Foundation 5,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/49100.jpg
26891,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Jealous 21 Women Printed Pink Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/26891.jpg
16638,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2016,Casual,Facit Men Smart Maroon Tshirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/16638.jpg
31826,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Titan Men White Dial Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/31826.jpg
28137,Men,Apparel,Innerwear,Briefs,Olive,Summer,2016,Casual,Jockey COMFORT PLUS Men Olive Brief 8044,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28137.jpg
27943,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Jockey Men Comfort Stretch Charcoal Bikini Brief,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/27943.jpg
34568,Women,Apparel,Topwear,Tops,Teal,Summer,2012,Casual,Tonga Women Teal Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/34568.jpg
5538,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Lunar Glide Grey Black Purple Shoe,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5538.jpg
58240,Women,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Baggit Women Black Wallet,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/58240.jpg
21288,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Allen Solly Women Oversized Sunglasses AS205-C1,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/21288.jpg
57208,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,2012,Casual,Kraus Jeans Women Blue Jeggings,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57208.jpg
14953,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Status Quo Men Stripes Navy Blue Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14953.jpg
15881,Unisex,Footwear,Shoes,Casual Shoes,Grey,Winter,2013,Casual,Warner Bros Kids Unisex TJ Stud Sandal Grey Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/15881.jpg
39277,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2018,Casual,Red Chief Men Olive Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/39277.jpg
25628,Women,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Fastrack Women Charcoal Grey Dial Watch N6015SL02,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/25628.jpg
45391,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Black Sandals,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/45391.jpg
52326,Women,Accessories,Jewellery,Bangle,White,Winter,2016,Casual,ToniQ Women White Bangle,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/52326.jpg
14533,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Mark Taylor Men Printed Green Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14533.jpg
20706,Men,Footwear,Shoes,Casual Shoes,Blue,Winter,2012,Casual,Buckaroo Men Melania Blue Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/20706.jpg
5164,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Ed Hardy Men's Geishas & Blossoms Grey T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5164.jpg
25274,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Sequins Red Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/25274.jpg
11041,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Purple Check Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/11041.jpg
41731,Women,Footwear,Shoes,Heels,Bronze,Winter,2015,Casual,Catwalk Women Bronze Flats,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/41731.jpg
33311,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Jack & Jones Men White & Navy Blue T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33311.jpg
5958,Men,Apparel,Topwear,Shirts,Brown,Summer,2011,Casual,Highlander Men Brown Checked Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5958.jpg
10193,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Carrera Men Dial Green Numbers Black Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/10193.jpg
57654,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017,Casual,Lotus Herbals Cosy Mulberry Nail Polish 94,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57654.jpg
34908,Women,Apparel,Topwear,Dupatta,Black,Summer,2012,Ethnic,Fabindia Women Black Dupatta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/34908.jpg
43066,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Black & Yellow Striped T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/43066.jpg
30594,Unisex,Accessories,Headwear,Caps,Green,Summer,2012,Sports,Nike Unisex Rafa Bull Logo Green Cap,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/30594.jpg
2341,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Reebok Men Graffiti Black T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2341.jpg
